[0.012s] Invoking command in '/home/x/CODE/Inverse_Arm/build/ur_description': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake /home/x/CODE/Inverse_Arm/src/Universal_Robots_ROS2_Description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/x/CODE/Inverse_Arm/install/ur_description
[0.072s] -- The C compiler identification is GNU 11.4.0
[0.134s] -- The CXX compiler identification is GNU 11.4.0
[0.141s] -- Detecting C compiler ABI info
[0.214s] -- Detecting C compiler ABI info - done
[0.219s] -- Check for working C compiler: /usr/bin/cc - skipped
[0.219s] -- Detecting C compile features
[0.220s] -- Detecting C compile features - done
[0.222s] -- Detecting CXX compiler ABI info
[0.308s] -- Detecting CXX compiler ABI info - done
[0.313s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[0.313s] -- Detecting CXX compile features
[0.314s] -- Detecting CXX compile features - done
[0.317s] -- Found ament_cmake: 1.3.11 (/opt/ros/humble/share/ament_cmake/cmake)
[0.454s] -- Found Python3: /usr/bin/python3 (found version "3.10.12") found components: Interpreter 
[0.508s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[0.535s] -- Found ament_cmake_pytest: 1.3.11 (/opt/ros/humble/share/ament_cmake_pytest/cmake)
[1.181s] -- Configuring done
[1.944s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur10e/visual/shoulder.dae
[1.953s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur10e/visual/upperarm.dae
[1.962s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist1.dae
[1.971s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist2.dae
[1.980s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist3.dae
[1.988s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/LICENSE.txt
[1.999s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/collision/base.stl
[2.007s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/collision/forearm.stl
[2.015s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/collision/shoulder.stl
[2.024s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/collision/upperarm.stl
[2.036s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/collision/wrist1.stl
[2.045s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/collision/wrist2.stl
[2.055s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/collision/wrist3.stl
[2.066s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/visual/UR15_DIFF_8bit_2K.jpg
[2.075s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/visual/base.dae
[2.083s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/visual/forearm.dae
[2.091s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/visual/shoulder.dae
[2.101s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/visual/upperarm.dae
[2.109s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/visual/wrist1.dae
[2.118s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/visual/wrist2.dae
[2.129s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur15/visual/wrist3.dae
[2.141s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur16e/collision/forearm.stl
[2.151s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur16e/collision/upperarm.stl
[2.164s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur16e/visual/forearm.dae
[2.174s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur16e/visual/upperarm.dae
[2.182s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/LICENSE.txt
[2.190s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/collision/base.stl
[2.198s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/collision/forearm.stl
[2.206s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/collision/shoulder.stl
[2.214s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/collision/upperarm.stl
[2.222s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/collision/wrist1.stl
[2.232s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/collision/wrist2.stl
[2.243s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/collision/wrist3.stl
[2.253s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/visual/UR20_DIFF_8bit_2K.png
[2.264s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/visual/base.dae
[2.275s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/visual/forearm.dae
[2.284s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/visual/shoulder.dae
[2.294s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/visual/upperarm.dae
[2.304s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/visual/wrist1.dae
[2.314s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/visual/wrist2.dae
[2.323s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur20/visual/wrist3.dae
[2.333s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/collision/base.stl
[2.344s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/collision/forearm.stl
[2.353s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/collision/shoulder.stl
[2.362s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/collision/upperarm.stl
[2.371s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/collision/wrist1.stl
[2.379s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/collision/wrist2.stl
[2.388s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/collision/wrist3.stl
[2.396s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/visual/base.dae
[2.405s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/visual/forearm.dae
[2.413s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/visual/shoulder.dae
[2.421s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/visual/upperarm.dae
[2.430s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/visual/wrist1.dae
[2.439s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/visual/wrist2.dae
[2.450s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3/visual/wrist3.dae
[2.460s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur30/LICENSE.txt
[2.470s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur30/collision/forearm.stl
[2.479s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur30/collision/upperarm.stl
[2.489s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur30/visual/UR30_DIFF_8bit_2K.png
[2.498s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur30/visual/forearm.dae
[2.507s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur30/visual/upperarm.dae
[2.517s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/collision/base.stl
[2.526s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/collision/forearm.stl
[2.536s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/collision/shoulder.stl
[2.545s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/collision/upperarm.stl
[2.554s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist1.stl
[2.563s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist2.stl
[2.572s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist3.stl
[2.581s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/visual/base.dae
[2.590s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/visual/forearm.dae
[2.599s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/visual/shoulder.dae
[2.608s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/visual/upperarm.dae
[2.616s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist1.dae
[2.630s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist2.dae
[2.640s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist3.dae
[2.650s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/collision/base.stl
[2.659s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/collision/forearm.stl
[2.668s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/collision/shoulder.stl
[2.676s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/collision/upperarm.stl
[2.684s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/collision/wrist1.stl
[2.692s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/collision/wrist2.stl
[2.700s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/collision/wrist3.stl
[2.708s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/visual/base.dae
[2.716s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/visual/forearm.dae
[2.724s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/visual/shoulder.dae
[2.734s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/visual/upperarm.dae
[2.745s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/visual/wrist1.dae
[2.755s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/visual/wrist2.dae
[2.764s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5/visual/wrist3.dae
[2.774s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/collision/base.stl
[2.782s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/collision/forearm.stl
[2.790s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/collision/shoulder.stl
[2.797s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/collision/upperarm.stl
[2.805s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist1.stl
[2.813s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist2.stl
[2.821s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist3.stl
[2.830s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/visual/base.dae
[2.843s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/visual/forearm.dae
[2.852s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/visual/shoulder.dae
[2.860s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/visual/upperarm.dae
[2.875s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist1.dae
[2.883s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist2.dae
[2.892s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist3.dae
[2.900s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/rviz/view_robot.rviz
[2.911s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/urdf/inc/ur_common.xacro
[2.920s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/urdf/inc/ur_joint_control.xacro
[2.928s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/urdf/inc/ur_sensors.xacro
[2.939s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/urdf/inc/ur_transmissions.xacro
[2.949s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/urdf/ros2_control_mock_hardware.xacro
[2.958s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/urdf/ur.urdf.xacro
[2.968s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/urdf/ur_macro.xacro
[2.977s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/urdf/ur_mocked.urdf.xacro
[2.985s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/test/test_ur_urdf_xacro.py
[2.994s] -- Symlinking: /home/x/CODE/Inverse_Arm/install/ur_description/share/ur_description/test/test_view_ur_launch.py
